NAME,SAMPLE_ID,PLATE_ID,CAS,ATG_ID
Temsirolimus,TMS,ATG,162635-04-3,AT005160
Zotarolimus,ZTR,ATG,221877-54-9,AT005161
Ridaforolimus,RDF,ATG,572924-54-0,AT005162
Brefeldin A,BFA,ATG,20350-15-6,AT005163
Thapsigargin,TPG,ATG,67526-95-8,AT005164
Vinblastine sulfate,VBL,ATG,143-67-9,AT005165
Vincristine sulfate,VCR,ATG,2068-78-2,AT005166
Colchicine,COL,ATG,64-86-8,AT005167
Paclitaxel,PCX,ATG,33069-62-4,AT005168
 Acadesine,ACD,ATG,2627-69-2,AT005169
 A-769662,A-76,ATG,844499-71-4,AT005170
 Phenformin HCl,PNF,ATG,834-28-6,AT005171
 Dorsomorphin 2HCl,DRS,ATG,1219168-18-9,AT005172
 WZ4003,WZ4,ATG,1214265-58-3,AT005173
Zotepine,ZTP,ATG,26615-21-4,AT005174
Risperidone,RSP,ATG,106266-06-2,AT005175
Quetiapine hemifumarate,QTP,ATG,111974-72-2,AT005176
Thioridazine hydrochloride,TRD,ATG,130-61-0,AT005177
Desipramine hydrochloride,DSP,ATG,58-28-6,AT005178
Lofepramine,LFP,ATG,23047-25-8,AT005179
Olanzapine ,OZP,ATG,132539-06-1,AT005180
Bisphenol B,BPB,ATG, 77-40-7,AT005181
Ximelagatran,XML,ATG,192939-46-1,AT005182
Bisphenol A diglycidyl ether,BPAD,ATG, 1675-54-3,AT005183
Bisphenol F ,BPF,ATG,2467-02-9,AT005184
"3,3',5,5'-Tetrabromobisphenol A ",TBPA,ATG,79-94-7,AT005185
"2,2',6,6'-Tetrachlorobisphenol A ",TCPA,ATG,79-95-8,AT005186
Azoxystrobin,AZX,ATG,131860-33-8,AT005187
Diclofop-methyl  ,DCM,ATG,51338-27-3,AT005188
Dicofol  ,DCF,ATG,115-32-2,AT005189
GSK 4716,GS47,ATG,101574-65-6,AT005190
Cyclofenil,CCF,ATG,2624-43-3,AT005191
Methylpiperidino pyrazole,MPP,ATG,289726-02-9,AT005192
Toremifene Citrate,TRM,ATG,89778-27-8,AT005193
Fulvestrant,FLV,ATG,129453-61-8,AT005194
Clomifene citrate,CLM,ATG,50-41-9,AT005195
Bazedoxifene HCl,BZD,ATG,198480-56-7,AT005196
Hexestrol,HXT,ATG,84-16-2,AT005197
Lonafamib,LNF,ATG,193275-84-2,AT005198
FTI-277,FTI,ATG,1217447-06-7,AT005199
L002,L002,ATG,321695-57-2,AT005200
NU 9056,NU9,ATG,1450644-28-6,AT005201
"L-744,832",L74,ATG,1177806-11-9,AT005202
Acetylcholine Chloride,Acetylcholine,ATG,60-31-1,AT005203
Ku-0063794,Ku-6,ATG,938440-64-3,AT005204
Ku-0063794,Ku6,ATG,938440-64-3,AT005205
LY294002,LY29,ATG,15447-36-6,AT005206
Ascomycin,ASM,ATG,104987-12-4,AT005207
Anisomycin,ANM,ATG,22862-76-6,AT005208
Cyclosporin A,CSA,ATG,59865-13-3,AT005209
Torin 1,TOR1,ATG,1222998-36-8,AT005210
tert-Butyl hydroperoxide solution,BOOH,ATG,75-91-2,AT005211
Paraquat dichloride hydrate,PQT,ATG,75365-73-0,AT005212
Geldanamycin,Geld,ATG,30562-34-6,AT005213
SMI-4a,SM4,ATG,327033-36-3,AT005214
INK128,INK,ATG,1224844-38-5,AT005215
Chidamide,CDM,ATG,743420-02-2,AT005216
AMPK activator,AMPA,ATG,849727-81-7,AT005217
Ampkinone,AMPN,ATG,1233082-79-5,AT005218
WP1130 (Degrasyn),DGR,ATG,856243-80-6,AT005219
A-769662,A76,ATG,844499-71-4,AT005220
Ruxolitinib,RUX,ATG,941678-49-5,AT005221
PYR-41,P41,ATG,418805-02-4,AT005222
NSC697923,N69,ATG,343351-67-7,AT005223
Harmine,HAR,ATG,442-51-3,AT005224
Oligomycin A,OGMA,ATG,579-13-5,AT005225
Nocodazole,NCD,ATG,31430-18-9,AT005226
Dinaciclib,DCC,ATG,779353-01-4,AT005227
Flavopiridol,FVP,ATG,146426-40-6,AT005228
(R)-Roscovitine,RSC,ATG,186692-46-6,AT005229
Purvalanol A,PRV,ATG,212844-53-6,AT005230
Wortmannin,Wort,ATG,19545-26-7,AT005231
Naltrexone,NLX,ATG,16676-29-2,AT005232
Sulfacarbamide,SFC,ATG,547-44-4,AT005233
Suloctidil,SLC,ATG,54767-75-8,AT005234
Fipexide,FPD,ATG,34161-24-5,AT005235
Flavoxate,FVX,ATG,15301-69-6,AT005236
Tolbutamide,TBM,ATG,64-77-7,AT005237
Procyclidine,PRC,ATG,77-37-2,AT005238
Phenoxybenzamine,PXB,ATG,59-96-1,AT005239
Indibulin,IDB,ATG,204205-90-3,AT005240
Mevastatin,MST,ATG,73573-88-3,AT005241
Atorvastatin,ATST,ATG,134523-00-5,AT005242
 Fluvastatin (sodium salt) ,FST,ATG,93957-55-2,AT005243
Lovastatin,LST,ATG,75330-75-5,AT005244
Pitavastatin (calcium salt),PST,ATG,147526-32-7,AT005245
Pravastatin,PRST,ATG,81093-37-0,AT005246
Rosuvastatin,RST,ATG,287714-41-4,AT005247
Simvastatin,SST,ATG,79902-63-9,AT005248
Vascepa (EPA),Vas,ATG,n/a,AT005249
Prostaglandin F2? ,PGF2,ATG,39746-23-1,AT005250
Prostaglandin E2 ,PGE,ATG,363-24-6,AT005251
Metformin hydrochloride,MTF,ATG,1115-70-4 ,AT005252
Dynorphin A,DPA,ATG,80448-90-4,AT005253
"(?)-trans-(1S,2S)-U-50488 hydrochloride hydrate",U50,ATG, 114528-79-9,AT005254
ATP,ATP,ATG,34369-07-8 ,AT005255
U-69593,U69,ATG,96744-75-1 ,AT005256
Ponatinib ,PNT,ATG,943319-70-8,AT005257
Dasatinib,DST,ATG,302962-49-8,AT005258
Canertinib (hydrochloride),CTB,ATG,289499-45-2,AT005259
Bosutinib,BTB,ATG,380843-75-4,AT005260
Allopurinol,APN,ATG,315-30-0,AT005261
Tamoxifen,TMX,ATG,10540-29-1,AT005262
"7,12-Dimethylbenz[A]Anthracene",DMBA,ATG,57-97-6,AT005263
N-(2-Fluorenyl)Acetamide,NFA,ATG,53-96-3,AT005264
Benz[a]anthracene,BAT,ATG,56-55-3,AT005265
Cyclophosphamide Isopac,CPA,ATG,6055-19-2 ,AT005266
BI-D1870,BID,ATG,501437-28-1,AT005267
PF-04708671,PF4,ATG,1255517-76-0,AT005268
Decitabine (5-aza-2’-Deoxycytidine),AzDC,ATG,2353-33-5 ,AT005269
Zebularine,ZBL,ATG,3690-10-6 ,AT005270
5-Azacytidine,AzaC,ATG,320-67-2 ,AT005271
5-Methylcytidine,MetC,ATG,2140-61-6,AT005272
"Zalcitabine (2’,3’-Dideoxycytidine, forms ddCTP)",ZCB,ATG,7481-89-2,AT005273
5-Fluorocytosine,5FC,ATG,2022-85-7,AT005274
Nourseothricin sulfate,NTC,ATG,96736-11-7,AT005275
4-Thiouridine,4SU,ATG,13957-31-8,AT005276
6-Azauridine,AzaU,ATG,54-25-1,AT005277
5-Fluorouridine,5FU,ATG,316-46-1,AT005278
5-Bromouridine,5BU,ATG,957-75-5,AT005279
Sabinene,SBN,ATG,3387-41-5,AT005280
Myrcene,MRC,ATG,123-35-3,AT005281
Octanal,OTN,ATG,124-13-0,AT005282
Linalool,LAL,ATG,78-70-6,AT005283
(-)-Linalool,LALm,ATG,126-91-0,AT005284
Carene,CARN,ATG,13466-78-9,AT005285
Decanal,DCN,ATG,112-31-2,AT005286
(+)-?-Pinene,PNA+,ATG,7785-70-8,AT005287
(?)-?-Pinene,PNB-,ATG,18172-67-3,AT005288
Camphene ,CPH,ATG,79-92-5,AT005289
Ocimene ,OCM,ATG,13877-91-3,AT005290
(+)-?-Pinene,PNB+,ATG,19902-08-0,AT005291
D-Limonene,LMNd,ATG,5989-27-5,AT005292
(S)-(-)-Limonene,LMNs,ATG,5989-54-8,AT005293
(-)-?-Pinene,PNA-,ATG,7785-26-4,AT005294
Puromycin dihydrochloride,Puro,ATG,58-58-2,AT005295
"Orange Oil      cold-pressed, Brazil origin, FG (Aldrich)
",ORO-1,ATG,8008-57-9,AT005296
"Orange Oil natural, cold-compressed, California origin (Aldrich) ",ORO-2,ATG,8008-57-9,AT005297
Orange Oil Florida origin (Aldrich) ,ORO-3,ATG,8008-57-9,AT005298
Orange Oil sweet (Aldrich) ,ORO-4,ATG,8008-57-9,AT005299
Limonin ,LNN,ATG,1180-71-8 ,AT005300
Tangeretin ,TNG,ATG,481-53-8 ,AT005301
"Swanson Ultra, D-Limonene Orange Peel Extract",ORO-5,ATG,N/A,AT005302
"Jarrow, d-Limonene, Natural Orange Peel Oil",ORO-6,ATG,N/A,AT005303
"Plant Therapy, Orange, Essencial Oil",ORO-7,ATG,N/A,AT005304
R-bupranolol HCl,BP-R,ATG,61877-83-6,AT005305
S-bupranolol HCl,BP-S,ATG,38104-34-6,AT005306
R-propranolol HCl,PP-R,ATG,13071-11-9,AT005307
S-propranolol HCl,PP-S,ATG,4199-10-4,AT005308
(R)-(+)-Limonene,LMN-1,ATG,5989-27-5,AT005309
(R)-(+)-Limonene,LMN-2,ATG,5989-27-5,AT005310
"(+)-Limonene, 96% Stabilized",LMN-3,ATG,5989-27-5,AT005311
Betaxolol hydrochloride,BXL,ATG,63659-19-8,AT005312
Bisoprolol hemifumarate salt,BSP,ATG,104344-23-2,AT005313
(S)-(-)-Propranolol Hydrochloride,PP-S,ATG,4199-10-4,AT005314
(R)-(+)-Propranolol Hydrochloride,PP-R,ATG,13071-11-9,AT005315
SC-514,SC-5,ATG,354812-17-2,AT005316
TPCA-1,TPCA,ATG,507475-17-4,AT005317
BMS 345541? (trifluoroacetate salt),BM-3,ATG,445430-58-0,AT005318
Prazosin hydrochloride,PZS,ATG,19237-84-4,AT005319
Alfuzosin hydrochloride,AZS,ATG,81403-68-1,AT005320
ICI 118551 (hydrochloride) ,ICI-8,ATG,72795-01-8,AT005321
Rapamycin (Sirolimus),RPM,ATG,53123-88-9,AT005322
(R)-(+)-Propranolol hydrochloride,PP-R,ATG,13071-11-9,AT005323
"Thyroid stimulating hormone (TSH, or Thyrotropin)",TSH,ATG,9002-71-5,AT005324
Trametinib ,TRT,ATG,871700-17-3,AT005325
Pimasertib (AS-703026),AS-7,ATG,1236699-92-5,AT005326
Selumetinib (AZD6244),SLT,ATG,606143-52-6,AT005327
"Binimetinib (MEK162, ARRY-162, ARRY-438162)",BMT,ATG,606143-89-9,AT005328
U-0126,U0126,ATG,109511-58-2,AT005329
PD 98059,PD98,ATG,167869-21-8,AT005330
?-Linolenic acid (ALA),ALA,ATG,463-40-1,AT005331
Eicosapentaenoic acid (EPA),EPA,ATG,10417-94-4,AT005332
Docosahexaenoic acid (DHA),DHA,ATG,6217-54-5,AT005333
Linoleic acid (LA),LNA,ATG,60-33-3,AT005334
Baicalein,BCL,ATG,491-67-8,AT005335
4-hydroxytamoxifen,4OHT,ATG,68392-35-8,AT005336
silybin,SLB,ATG,22888-70-6,AT005337
Pyrroloquinoline quinone,PRL,ATG,72909-34-3 ,AT005338
Propionic acid,PRP,ATG,79-09-4 ,AT005339
Butyric acid,BTA,ATG,107-92-6,AT005340
Isobutyric acid,IBT,ATG,79-31-2,AT005341
Valeric acid,VLR,ATG,109-52-4,AT005342
Isovaleric acid,ISV,ATG,503-74-2,AT005343
Acetyl-CoA,ACoA,ATG,102029-73-2,AT005344
beta-Hydroxybutyric acid,HBA,ATG,150-83-4 ,AT005345
L-lactate,LLAC,ATG,867-56-1,AT005346
D-lactate,DLAC,ATG,920-49-0,AT005347
"Luminol(5-amino-2,3-dihydro-1,4-phthalazinedione)",Lum,ATG,521-31-3,AT005348
n-butanol,n-butanol,ATG,71-36-3,AT005349
2-butanol,2-butanol,ATG,78-92-2,AT005350
n-propanol,n-propanol,ATG,71-23-8,AT005351
diethyl ether,diethyl ether,ATG,60-29-7,AT005352
ethyl acetate,ethyl acetate,ATG,141-78-6,AT005353
hexane,hexane,ATG,110-54-3,AT005354
phenol,phenol,ATG,108-95-2,AT005355
Dehydroepiandrostero?ne,DHEA,ATG,53-43-0,AT005356
BIX02189,BX9,ATG,1265916-41-3,AT005357
BIX02188,BX8,ATG,334949-59-6,AT005358
Cdk2 Inhibitor II,CD2,ATG,222035-13-4,AT005359
NU 6140,NU6,ATG,444723-13-1,AT005360
Citric Acid,CITR,ATG,77-92-9,AT005361
cis-Aconitic Acid,ACON,ATG,585-84-2,AT005362
D-Isocitric Acid,DISO,ATG, 1637-73-6,AT005363
?-Ketoglutartic Acid,KETG,ATG, 305-72-6,AT005364
Sodium Succinyl-CoA ,SUCA,ATG,108347-97-3,AT005365
Succinate Sodium,SUCN,ATG,150-90-3,AT005366
Sodium Fumarate,FUMR,ATG,486-25-9,AT005367
Malic Acid,MALA,ATG,6915-15-7,AT005368
"Ulixertinib (BVD-523, VRT752271)",UXR,ATG,869886-67-9,AT005369
GDC-0994,GDC,ATG,1453848-26-4,AT005370
sorafenib (BAY-43-9006),BAY,ATG,284461-73-0,AT005371
SB-590885 ,SB5,ATG,405554-55-4,AT005372
PLX4720 ,PLX,ATG,918505-84-7,AT005373
RAF265 ,RF2,ATG,927880-90-8,AT005374
Encorafenib ,ENR,ATG,1269440-17-6,AT005375
Dabrafenib,DBR,ATG,1195765-45-7,AT005376
AZ 628 ,AZ6,ATG,878739-06-1,AT005377
GW 5074,GW5,ATG,220904-83-6,AT005378
FR180204 ,FR8,ATG,865362-74-9,AT005379
Isobutanol,Isobutanol,ATG,78-83-1,AT005380
tert-butanol,tert-butanol,ATG,75-65-0,AT005381
MG-132 ,MG132,ATG,133407-82-6,AT005382
SP600125 ,SP,ATG,129-56-6,AT005383
JNK Inhibitor IX ,JIX,ATG,312917-14-9,AT005384
Rosavin,ROSV,ATG, 84954-92-7,AT005385
Rosarin,ROSR,ATG, 84954-93-8,AT005386
Norgestimate,NGS,ATG,35189-28-7,AT005387
Etonogestrel,ETG,ATG, 54048-10-1,AT005388
Gestodene,GST,ATG,60282-87-3,AT005389
Medroxyprogesterone Acetate,MEDA,ATG,71-58-9,AT005390
Nomegestrol,NMG,ATG,58652-20-3,AT005391
Drospirenone,DRP,ATG,67392-87-4,AT005392
Bisphenol A,BisA,ATG,80-05-7,AT005393
"1,2-Dichloro-3-nitrobenzene","1,2-Dichloro-3-nitrobenzene",ATG,3209-22-1,AT005394
19 Norethindrone,19 Norethindrone,ATG,68-22-4,AT005395
"1a,25-Dihydroxyvitamin D3 ","1a,25-Dihydroxyvitamin D3 ",ATG,32222-06-3,AT005396
22(R)-hydroxy Cholesterol,22(R)-hydroxy Cholesterol,ATG,17954-98-2,AT005397
22(S)-Hydroxycholesterol,22(S)-Hydroxycholesterol,ATG,22348-64-7 ,AT005398
24-hydroxycholesterol,24-hydroxycholesterol,ATG,474-73-7,AT005399
25-Hydroxycholesterol,25-Hydroxycholesterol,ATG,2140-46-7 ,AT005400
2-Coumaranone,2-Coumaranone,ATG,553-86-6,AT005401
2-Hydroxy-4-methoxybenzophenone,2-Hydroxy-4-methoxybenzophenone,ATG,131-57-7,AT005402
3'-Azido-3'-deoxythymidine,3'-Azido-3'-deoxythymidine,ATG,30516-87-1,AT005403
3-Hydroxyflavone ,3-Hydroxyflavone ,ATG,577-85-5,AT005404
3-Isobutyl-1-methylxanthine,3-Isobutyl-1-methylxanthine,ATG,28822-58-4,AT005405
4-Hydroxytamoxifen,4-Hydroxytamoxifen,ATG,65213-48-1,AT005406
5-Aza-2?-deoxycytidine (Decitabine) ,5-Aza-2?-deoxycytidine (Decitabine) ,ATG,2353-33-5,AT005407
5-Fluorouracil ,5-Fluorouracil ,ATG,51-21-8 ,AT005408
"6-Formylindolo [3,2-b] Carbazole","6-Formylindolo [3,2-b] Carbazole",ATG,172922-91-7 ,AT005409
"6-Formylindolo [3,2-b] Carbazole","6-Formylindolo [3,2-b] Carbazole",ATG,172922-91-7 ,AT005410
6?-Fluorotestosterone,6?-Fluorotestosterone,ATG,1597-68-8 ,AT005411
"7,12-Dimethylbenz[a]anthracene ","7,12-Dimethylbenz[a]anthracene ",ATG,57-97-6 ,AT005412
9-cis Retinoic Acid,9-cis Retinoic Acid,ATG,5300-03-8,AT005413
Acetaminophen,Acetaminophen,ATG,103-90-2,AT005414
Acetochlor,Acetochlor,ATG,34256-82-1 ,AT005415
Acetochlor,Acetochlor,ATG,34256-82-1 ,AT005416
Acetylsalicylic acid (aspirin),Acetylsalicylic acid (aspirin),ATG,50-78-2,AT005417
Acrylamide solution,Acrylamide solution,ATG,79-06-1,AT005418
Aflatoxin B1,Aflatoxin B1,ATG,214-603-3 ,AT005419
Alachlor,Alachlor,ATG,15972-60-8,AT005420
Alachlor,Alachlor,ATG,15972-60-8,AT005421
Aldosterone,Aldosterone,ATG,52-39-1,AT005422
Aminopterin,Aminopterin,ATG,54-62-6 ,AT005423
Amitriptyline hydrochloride,Amitriptyline hydrochloride,ATG,549-18-8,AT005424
Atrazine,Atrazine,ATG,1912-24-9,AT005425
Azocyclotin,Azocyclotin,ATG,41083-11-8 ,AT005426
Bendiocarb,Bendiocarb,ATG,22781-23-3,AT005427
Benomyl,Benomyl,ATG,17804-35-2 ,AT005428
Benzo(a)pyrene ,Benzo(a)pyrene ,ATG,50-32-8 ,AT005429
Bisphenol A,Bisphenol A,ATG,80-05-7,AT005430
Blasticidin,Blasticidin,ATG,2079-00-7,AT005431
Bradykinin acetate salt,Bradykinin acetate salt,ATG,58-82-2,AT005432
BRL 37344 Sodium salt ,BRL 37344 Sodium salt ,ATG,127299-93-8,AT005433
Bromoxynil,Bromoxynil,ATG,1689-84-5,AT005434
bupirimate,bupirimate,ATG,41483-43-6 ,AT005435
Cadmium Chloride,Cadmium Chloride,ATG,10108-64-2,AT005436
Campesterol,Campesterol,ATG,474-62-4 ,AT005437
Camptothecin,Camptothecin,ATG, 7689-03-4,AT005438
Carbaryl,Carbaryl,ATG,63-25-2,AT005439
"Carbon nanotubes, single walled","Carbon nanotubes, single walled",ATG,N/A,AT005440
"Carbon nanotubes, single walled","Carbon nanotubes, single walled",ATG,N/A,AT005441
Catechin (+)- hydrate,Catechin (+)- hydrate,ATG,88191-48-4,AT005442
"Chenodeoxycholate, sodium","Chenodeoxycholate, sodium",ATG,474-25-9,AT005443
Chlordane (technical mixture),Chlordane (technical mixture),ATG,57-74-9,AT005444
Chlorpromazine,Chlorpromazine,ATG,69-09-0 ,AT005445
Ciglitazone,Ciglitazone,ATG,74772-77-3 ,AT005446
Cisplatin,Cisplatin,ATG,15663-27-1,AT005447
Cisplatin,Cisplatin,ATG,15663-27-1,AT005448
CITCO,CITCO,ATG,338404-52-7,AT005449
Clomipramine hydrochloride,Clomipramine hydrochloride,ATG,17321-77-6 ,AT005450
Clotrimazole,Clotrimazole,ATG,23593-75-1,AT005451
Curcumin,Curcumin,ATG,458-37-7,AT005452
cycloheximide,cycloheximide,ATG,66-81-9,AT005453
cyclophosphamide,cyclophosphamide,ATG,6055-19-2,AT005454
Cyhexatin,Cyhexatin,ATG,13121-70-5 ,AT005455
Cyhexatin,Cyhexatin,ATG,13121-70-5 ,AT005456
Dexamethasone,Dexamethasone,ATG,50-02-2,AT005457
Dexamethasone,Dexamethasone,ATG,50-02-2,AT005458
Dichlorprop,Dichlorprop,ATG,120-36-5,AT005459
Dichlorvos,Dichlorvos,ATG,62-73-7,AT005460
Diclofenac sodium,Diclofenac sodium,ATG,15307-79-6 ,AT005461
Diethylstilbestrol,Diethylstilbestrol,ATG,56-53-1,AT005462
Diflubenzuron,Diflubenzuron,ATG,35367-38-5 ,AT005463
Dinoseb,Dinoseb,ATG,88-85-7,AT005464
Disulfoton,Disulfoton,ATG,298-04-4,AT005465
Diuron,Diuron,ATG,330-54-1 ,AT005466
Doxepin,Doxepin,ATG,25127-31-5 ,AT005467
Ellagic acid,Ellagic acid,ATG,476-66-4 ,AT005468
Epidermal Growth Factor (EGF),Epidermal Growth Factor (EGF),ATG,N/A,AT005469
Epinephrine Bitartrate salt,Epinephrine Bitartrate salt,ATG,51-43-4,AT005470
Estradiol,Estradiol,ATG,50-28-2,AT005471
Ethylbenzene,Ethylbenzene,ATG,100-41-4 ,AT005472
Ethynodiol diacetate,Ethynodiol diacetate,ATG,297-76-7,AT005473
Etoposide,Etoposide,ATG,33419-42-0,AT005474
Etoposide,Etoposide,ATG,33419-42-0,AT005475
Eugenol,Eugenol,ATG,97-53-0 ,AT005476
Fenarimol,Fenarimol,ATG,60168-88-9 ,AT005477
Fenazaquin,Fenazaquin,ATG,120928-09-8 ,AT005478
Fenbuconazol,Fenbuconazol,ATG,114369-43-6 ,AT005479
Fenpyroximate,Fenpyroximate,ATG,111812-58-9,AT005480
Fipronil,Fipronil,ATG,120068-37-3 ,AT005481
Flagellin,Flagellin,ATG,N/A,AT005482
Fluoxetine,Fluoxetine,ATG,54910-89-3,AT005483
Forskolin (Fsk),Forskolin (Fsk),ATG,64657-11-0,AT005484
Geldanamycin,Geldanamycin,ATG,30562-34-6,AT005485
Glimepiride,Glimepiride,ATG,93479-97-1 ,AT005486
GW-0742,GW-0742,ATG,317318-84-6 ,AT005487
GW-1929 ,GW-1929 ,ATG,196808-24-9 ,AT005488
GW-501516,GW-501516,ATG,317318-70-0 ,AT005489
GW-590735,GW-590735,ATG,622402-22-6,AT005490
GW7647,GW7647,ATG,265129-71-3 ,AT005491
GW9508,GW9508,ATG,885101-89-3 ,AT005492
GW-9662  (PgAnt),GW-9662  (PgAnt),ATG,22978-25-2 ,AT005493
Haloperidol,Haloperidol,ATG,52-86-8,AT005494
Hygromycin B,Hygromycin B,ATG,31282-04-9,AT005495
Ibuprofen,Ibuprofen,ATG,15687-27-1,AT005496
Imazalil,Imazalil,ATG,35554-44-0 ,AT005497
Indomethacin,Indomethacin,ATG,53-86-1,AT005498
Insulin,Insulin,ATG,11061-68-0,AT005499
Interferon-gamma (IFNg),Interferon-gamma (IFNg),ATG,N/A,AT005500
"Interferon-gamma, rat (rIFNg)","Interferon-gamma, rat (rIFNg)",ATG,N/A,AT005501
Interleukin-1beta (IL-1b),Interleukin-1beta (IL-1b),ATG,N/A,AT005502
Irgasan (Triclosan),Irgasan (Triclosan),ATG,3380-34-5 ,AT005503
"Iron Oxide, magnetic nanoparticles","Iron Oxide, magnetic nanoparticles",ATG,1317-61-9,AT005504
Isoproterenol Hydrochloride,Isoproterenol Hydrochloride,ATG,51-30-9,AT005505
Isoproturon,Isoproturon,ATG,34123-59-6,AT005506
L-165041,L-165041,ATG,79558-09-1 ,AT005507
Levonorgestrel,Levonorgestrel,ATG,797-63-7,AT005508
Lindane,Lindane,ATG,58-89-9,AT005509
Linuron,Linuron,ATG,330-55-2,AT005510
Lovastatin,Lovastatin,ATG,75330-75-5,AT005511
Loxapine succinate,Loxapine succinate,ATG,27833-64-3 ,AT005512
LPS,LPS,ATG,N/A,AT005513
"Luminol(5-amino-2,3-dihydro-1,4-phthalazinedione)","Luminol(5-amino-2,3-dihydro-1,4-phthalazinedione)",ATG,521-31-3 ,AT005514
Ly 171883,Ly 171883,ATG,88107-10-2 ,AT005515
Malathion,Malathion,ATG,121-75-5,AT005516
Mancozeb,Mancozeb,ATG,8018-01-7,AT005517
MCC-555,MCC-555,ATG,161600-01-7 ,AT005518
Mecoprop,Mecoprop,ATG,93-65-2,AT005519
Metalaxyl,Metalaxyl,ATG,57837-19-1,AT005520
Metformin hydrochloride,Metformin hydrochloride,ATG,1115-70-4 ,AT005521
Methyl methanesulfonate,Methyl methanesulfonate,ATG,66-27-3 ,AT005522
Metolachlor,Metolachlor,ATG,51218-45-2,AT005523
Metribuzin,Metribuzin,ATG,21087-64-9,AT005524
Mevastatin,Mevastatin,ATG,73573-88-3,AT005525
Mevinolin,Mevinolin,ATG,75330-75-5,AT005526
MG-132,MG-132,ATG,133407-82-6 ,AT005527
Mifepristone,Mifepristone,ATG,84371-65-3 ,AT005528
Mitomycin C,Mitomycin C,ATG,50-07-7,AT005529
N-2-Fluorenyl acetamide,N-2-Fluorenyl acetamide,ATG,53-96-3,AT005530
Naphthoflavone (beta-),Naphthoflavone (beta-),ATG,6051-87-2 ,AT005531
Nerve Growth Factor (NGF),Nerve Growth Factor (NGF),ATG,N/A,AT005532
N-Nitrosodimethylamine,N-Nitrosodimethylamine,ATG,62-75-9,AT005533
N-Nitroso-N-Ethylurea Isopac,N-Nitroso-N-Ethylurea Isopac,ATG,759-73-9 ,AT005534
Norepinephrine ,Norepinephrine ,ATG,51-41-2,AT005535
Norgestrel,Norgestrel,ATG,797-63-7,AT005536
Oleic Acid,Oleic Acid,ATG,112-80-1,AT005537
Paroxetine maleate,Paroxetine maleate,ATG,64006-44-6,AT005538
PD-98059,PD-98059,ATG,167869-21-8 ,AT005539
PDGF-AA,PDGF-AA,ATG,N/A,AT005540
PDGF-BB,PDGF-BB,ATG,N/A,AT005541
Pefabloc,Pefabloc,ATG,34284-75-8 ,AT005542
Pendimethalin,Pendimethalin,ATG,40487-42-1 ,AT005543
Perhexiline maleate salt,Perhexiline maleate salt,ATG,6724-53-4 ,AT005544
Permethrin,Permethrin,ATG,52645-53-1,AT005545
Phorbol 12-myristate 13-acetate (PMA),Phorbol 12-myristate 13-acetate (PMA),ATG,16561-29-8 ,AT005546
Phosalone,Phosalone,ATG,2310-17-0,AT005547
Pioglitazone,Pioglitazone,ATG,111025-46-8 ,AT005548
Pirimicarb,Pirimicarb,ATG,23103-98-2 ,AT005549
Poly(dG:dC) dsDNA,Poly(dG:dC) dsDNA,ATG,90385-88-9,AT005550
Poly(I:C) dsRNA,Poly(I:C) dsRNA,ATG,42424-50-0,AT005551
Pretilachlor,Pretilachlor,ATG,51218-49-6 ,AT005552
Prochloraz,Prochloraz,ATG,67747-09-5 ,AT005553
Progesteron,Progesteron,ATG,57-83-0,AT005554
Promethazine,Promethazine,ATG,58-33-3,AT005555
Prometon,Prometon,ATG,1610-18-0,AT005556
Propiconazole,Propiconazole,ATG,60207-90-1 ,AT005557
Propranolol Hydrochloride ,Propranolol Hydrochloride ,ATG,318-98-9 ,AT005558
Prostaglandin-J2 (15-deoxi-),Prostaglandin-J2 (15-deoxi-),ATG,87893-55-8,AT005559
PS-1145,PS-1145,ATG,1049743-58-9,AT005560
PSN 375963,PSN 375963,ATG,388575-52-8,AT005561
PSN 632408,PSN 632408,ATG,857652-30-3,AT005562
Puromycin,Puromycin,ATG,53-79-2 ,AT005563
Pyridaben,Pyridaben,ATG,96489-71-3 ,AT005564
Pyridaben,Pyridaben,ATG,96489-71-3 ,AT005565
Raloxifene hydrochloride,Raloxifene hydrochloride,ATG,82640-04-8 ,AT005566
Resveratrol,Resveratrol,ATG,501-36-0 ,AT005567
Retinoic Acid-all trans,Retinoic Acid-all trans,ATG,302-79-4,AT005568
Rifampicin,Rifampicin,ATG,13292-46-1,AT005569
Rosiglitazone,Rosiglitazone,ATG,122320-73-4 ,AT005570
Rotenone,Rotenone,ATG,83-79-4,AT005571
Salbutamol,Salbutamol,ATG,18559-94-9,AT005572
SB 202190,SB 202190,ATG,152121-30-7 ,AT005573
SP600125,SP600125,ATG,129-56-6 ,AT005574
Sulindac,Sulindac,ATG,38194-50-2,AT005575
T0070907,T0070907,ATG,313516-66-4 ,AT005576
T0901317,T0901317,ATG,293754-55-9 ,AT005577
Tamoxifen,Tamoxifen,ATG,10540-29-1,AT005578
TCPOBOP,TCPOBOP,ATG,76150-91-9,AT005579
Tebuthiuron,Tebuthiuron,ATG,34014-18-1,AT005580
TGF-beta1,TGF-beta1,ATG,N/A,AT005581
Thalidomide,Thalidomide,ATG,50-35-1,AT005582
Thidiazuron,Thidiazuron,ATG,51707-55-2,AT005583
Tibolone,Tibolone,ATG,5630-53-5,AT005584
